Statute,Document Link,state
Section 460.1023,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1023&highlight=energy&queryID=170095218,Michigan
Section 324.32727,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-32727&highlight=energy&queryID=170095218,Michigan
Section 18.1715,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1715&highlight=energy&queryID=170095218,Michigan
Section 460.1078,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1078&highlight=energy&queryID=170095218,Michigan
Section 460.1153,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1153&highlight=energy&queryID=170095218,Michigan
295-2008-2-C.,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-295-2008-2-C.&highlight=energy&queryID=170095218,Michigan
Section 205.94o,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-205-94o&highlight=energy&queryID=170095218,Michigan
Section 460.807,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-807&highlight=energy&queryID=170095218,Michigan
Section 207.552,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-207-552&highlight=energy&queryID=170095218,Michigan
Section 460.1222,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1222&highlight=energy&queryID=170095218,Michigan
Section 290.650,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-290-650&highlight=energy&queryID=170095218,Michigan
Section 460.1223,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1223&highlight=energy&queryID=170095218,Michigan
Section 15.263a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-15-263a&highlight=energy&queryID=170095218,Michigan
Section 68.36,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-68-36&highlight=energy&queryID=170095218,Michigan
Section 400.1154,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1154&highlight=energy&queryID=170095218,Michigan
Section 460.1041,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1041&highlight=energy&queryID=170095218,Michigan
Section 484.3103,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-484-3103&highlight=energy&queryID=170095218,Michigan
Section 722.113l,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-722-113l&highlight=energy&queryID=170095218,Michigan
Section 400.1205,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1205&highlight=energy&queryID=170095218,Michigan
Section 389.105,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-389-105&highlight=energy&queryID=170095218,Michigan
Section 207.821,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-207-821&highlight=energy&queryID=170095218,Michigan
Section 460.933,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-933&highlight=energy&queryID=170095218,Michigan
Section 390.924,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-390-924&highlight=energy&queryID=170095218,Michigan
Section 211.9i,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-211-9i&highlight=energy&queryID=170095218,Michigan
Section 211.7ii,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-211-7ii&highlight=energy&queryID=170095218,Michigan
Section 460.1095,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1095&highlight=energy&queryID=170095218,Michigan
Section 207.667,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-207-667&highlight=energy&queryID=170095218,Michigan
Section 324.32702,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-32702&highlight=energy&queryID=170095218,Michigan
Section 15.562,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-15-562&highlight=energy&queryID=170095218,Michigan
Section 460.963,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-963&highlight=energy&queryID=170095218,Michigan
Section 211.78g,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-211-78g&highlight=energy&queryID=170095218,Michigan
Section 211.1154,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-211-1154&highlight=energy&queryID=170095218,Michigan
Section 290.591,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-290-591&highlight=energy&queryID=170095218,Michigan
Section 324.11506,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-11506&highlight=energy&queryID=170095218,Michigan
Section 408.991,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-408-991&highlight=energy&queryID=170095218,Michigan
Section 440.9102,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-440-9102&highlight=energy&queryID=170095218,Michigan
Section 483.160,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-483-160&highlight=energy&queryID=170095218,Michigan
Section 460.1045,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1045&highlight=energy&queryID=170095218,Michigan
Section 125.2955,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-2955&highlight=energy&queryID=170095218,Michigan
Section 400.1211,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1211&highlight=energy&queryID=170095218,Michigan
Section 380.12b,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-380-12b&highlight=energy&queryID=170095218,Michigan
Section 460.1224,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1224&highlight=energy&queryID=170095218,Michigan
Act 38 of 1979,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-Act-38-of-1979&highlight=energy&queryID=170095218,Michigan
Section 429.354,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-429-354&highlight=energy&queryID=170095218,Michigan
Section 125.3201,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-3201&highlight=energy&queryID=170095218,Michigan
Act 35 of 1984,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-Act-35-of-1984&highlight=energy&queryID=170095218,Michigan
Section 460.1031,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1031&highlight=energy&queryID=170095218,Michigan
Section 206.902,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-206-902&highlight=energy&queryID=170095218,Michigan
Section 211.9,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-211-9&highlight=energy&queryID=170095218,Michigan
Section 211.7h,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-211-7h&highlight=energy&queryID=170095218,Michigan
Section 484.3224,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-484-3224&highlight=energy&queryID=170095218,Michigan
Section 460.1179,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1179&highlight=energy&queryID=170095218,Michigan
Section 141.1053,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-141-1053&highlight=energy&queryID=170095218,Michigan
Section 460.9p,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-9p&highlight=energy&queryID=170095218,Michigan
Section 287.523,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-287-523&highlight=energy&queryID=170095218,Michigan
Section 445.2027,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-445-2027&highlight=energy&queryID=170095218,Michigan
Section 18.1713,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1713&highlight=energy&queryID=170095218,Michigan
Section 460.10d,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-10d&highlight=energy&queryID=170095218,Michigan
Section 208.1431b,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-208-1431b&highlight=energy&queryID=170095218,Michigan
Section 400.1216,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1216&highlight=energy&queryID=170095218,Michigan
Section 125.2683,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-2683&highlight=energy&queryID=170095218,Michigan
Section 324.99922,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-99922&highlight=energy&queryID=170095218,Michigan
Section 380.1278a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-380-1278a&highlight=energy&queryID=170095218,Michigan
Section 460.1047,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1047&highlight=energy&queryID=170095218,Michigan
Section 429.351,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-429-351&highlight=energy&queryID=170095218,Michigan
Section 205.54t,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-205-54t&highlight=energy&queryID=170095218,Michigan
Section 460.562,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-562&highlight=energy&queryID=170095218,Michigan
Section 16.721,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-16-721&highlight=energy&queryID=170095218,Michigan
Section 290.649h,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-290-649h&highlight=energy&queryID=170095218,Michigan
Section 324.5403,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-5403&highlight=energy&queryID=170095218,Michigan
Section 460.6o,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-6o&highlight=energy&queryID=170095218,Michigan
Section 460.1205,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1205&highlight=energy&queryID=170095218,Michigan
Section 125.2688e,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-2688e&highlight=energy&queryID=170095218,Michigan
Section 324.2511,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-2511&highlight=energy&queryID=170095218,Michigan
Section 125.2688c,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-2688c&highlight=energy&queryID=170095218,Michigan
Section 333.27001,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-333-27001&highlight=energy&queryID=170095218,Michigan
Section 460.6aa,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-6aa&highlight=energy&queryID=170095218,Michigan
Act 448 of 1976,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-Act-448-of-1976&highlight=energy&queryID=170095218,Michigan
Section 460.913,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-913&highlight=energy&queryID=170095218,Michigan
Section 324.11514b,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-11514b&highlight=energy&queryID=170095218,Michigan
Section 324.5202,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-5202&highlight=energy&queryID=170095218,Michigan
295-2008-2-A,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-295-2008-2-A&highlight=energy&queryID=170095218,Michigan
Section 125.1998,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-1998&highlight=energy&queryID=170095218,Michigan
Section 208.1111,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-208-1111&highlight=energy&queryID=170095218,Michigan
Section 460.1230,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1230&highlight=energy&queryID=170095218,Michigan
Section 559.313,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-559-313&highlight=energy&queryID=170095218,Michigan
Section 750.528a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-750-528a&highlight=energy&queryID=170095218,Michigan
Section 460.6d,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-6d&highlight=energy&queryID=170095218,Michigan
Section 460.837,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-837&highlight=energy&queryID=170095218,Michigan
Section 24.266,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-24-266&highlight=energy&queryID=170095218,Michigan
Section 324.34201,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-34201&highlight=energy&queryID=170095218,Michigan
Section 125.2291,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-2291&highlight=energy&queryID=170095218,Michigan
Section 324.30305,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-30305&highlight=energy&queryID=170095218,Michigan
Section 399.752,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-399-752&highlight=energy&queryID=170095218,Michigan
Section 560.198,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-560-198&highlight=energy&queryID=170095218,Michigan
Section 460.6m,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-6m&highlight=energy&queryID=170095218,Michigan
Section 550.971,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-550-971&highlight=energy&queryID=170095218,Michigan
Section 324.11504,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-11504&highlight=energy&queryID=170095218,Michigan
Act 191 of 1982,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-Act-191-of-1982&highlight=energy&queryID=170095218,Michigan
Section 205.94,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-205-94&highlight=energy&queryID=170095218,Michigan
Section 400.64,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-64&highlight=energy&queryID=170095218,Michigan
Act 593 of 2002,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-Act-593-of-2002&highlight=energy&queryID=170095218,Michigan
Section 324.33101,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-33101&highlight=energy&queryID=170095218,Michigan
Section 18.1261,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1261&highlight=energy&queryID=170095218,Michigan
Section 37.125,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-37-125&highlight=energy&queryID=170095218,Michigan
Section 390.922,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-390-922&highlight=energy&queryID=170095218,Michigan
Section 492.23,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-492-23&highlight=energy&queryID=170095218,Michigan
Section 290.645a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-290-645a&highlight=energy&queryID=170095218,Michigan
Section 333.13710,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-333-13710&highlight=energy&queryID=170095218,Michigan
Section 324.2603,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-2603&highlight=energy&queryID=170095218,Michigan
Section 290.646,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-290-646&highlight=energy&queryID=170095218,Michigan
Section 141.871a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-141-871a&highlight=energy&queryID=170095218,Michigan
Section 486.255,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-486-255&highlight=energy&queryID=170095218,Michigan
Section 324.12101,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-12101&highlight=energy&queryID=170095218,Michigan
Section 445.2012,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-445-2012&highlight=energy&queryID=170095218,Michigan
Section 3.1001,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-3-1001&highlight=energy&queryID=170095218,Michigan
Section 324.5402,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-5402&highlight=energy&queryID=170095218,Michigan
Section 400.1207a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1207a&highlight=energy&queryID=170095218,Michigan
Section 486.252,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-486-252&highlight=energy&queryID=170095218,Michigan
Section 324.11505,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-11505&highlight=energy&queryID=170095218,Michigan
Section 324.1315,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-1315&highlight=energy&queryID=170095218,Michigan
Section 124.751,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-124-751&highlight=energy&queryID=170095218,Michigan
Section 324.11103,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-11103&highlight=energy&queryID=170095218,Michigan
Section 460.831,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-831&highlight=energy&queryID=170095218,Michigan
Section 560.172,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-560-172&highlight=energy&queryID=170095218,Michigan
Section 257.719,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-257-719&highlight=energy&queryID=170095218,Michigan
Section 125.2088a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-2088a&highlight=energy&queryID=170095218,Michigan
Section 247.661h,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-247-661h&highlight=energy&queryID=170095218,Michigan
Section 290.644,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-290-644&highlight=energy&queryID=170095218,Michigan
Section 460.809,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-809&highlight=energy&queryID=170095218,Michigan
Section 388.1612a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-388-1612a&highlight=energy&queryID=170095218,Michigan
Section 324.1317,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-1317&highlight=energy&queryID=170095218,Michigan
Section 484.2252,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-484-2252&highlight=energy&queryID=170095218,Michigan
Section 460.1201,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1201&highlight=energy&queryID=170095218,Michigan
Section 338.3383,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-338-3383&highlight=energy&queryID=170095218,Michigan
Section 290.649,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-290-649&highlight=energy&queryID=170095218,Michigan
Section 560.229,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-560-229&highlight=energy&queryID=170095218,Michigan
Section 390.921a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-390-921a&highlight=energy&queryID=170095218,Michigan
Section 460.6t,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-6t&highlight=energy&queryID=170095218,Michigan
Section 408.1101,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-408-1101&highlight=energy&queryID=170095218,Michigan
